image_path
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (1).jpeg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (1).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (1).png
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (1).webp
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy(10).jpeg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (10).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy.png
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (100).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy(101).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy.jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy.jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (104).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy(105).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (106).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy(107).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (108).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (109).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy(11).jpeg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy(11).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (110).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (111).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (112).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (113).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (114).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (115).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (116).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (117).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (118).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (119).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (12).jpeg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (12).jpg
C:/Users/MAHESH/OneDrive/Documents/both_images2/healthy (120).jpg
